Property Type,HOA Dues,Year Built,Community,List Price,housingprice,Est. Mo. Payment,# Of Cars,High School,address,beds,baths,sqft,Heating,Cooling,# of Baths (Full),# of Baths (1/2),# of carpet,# of hardwood,Basement,Basement Description,Basement Sq. Ft.,Tax Annual Amount,# of Rooms
"Detached Single Family, 2 Stories",$29/month,2004,Bolingbrook,,"$425,000",, 4.5, Neuqua Valley High School,3 Nandina Ct 60490,4.0,2.5,"3,134",,, 2, 1, 22, 0,,, 1680," $10,597", 11

"Detached Single Family, 1 Story",,1981,Woodridge,,"$392,000",, 2, South High School,8516 Shagbark Ct 60517,3.0,2,"2,028",,, 2,, 0, 2,,, 1092," $9,882.72", 6

"Detached Single Family, 2 Stories",$29/month,2015,Bolingbrook,,"$375,000",, 3, Plainfield East High School,2284 Pebblestone Way 60490,4.0,2.5,"3,281",,, 2, 1, 12, 12,,, 0," $9,319.02", 11

"Detached Single Family, Split-Level",,1973,Bolingbrook,,"$235,000",, 2,,843 Beech Dr 60440,4.0,2,"1,100",,, 2,, 4, 0,,,," $5,086.38", 7

Condo/Co-op,,2003,,,"$170,000",,,,142 Enclave Cir 60440,2.0,1.5,"1,619",,,,, 0, 0,,,,, 7

"Detached Single Family, 2 Stories",$29/month,2004,Bolingbrook,,"$311,000",, 2, Bolingbrook High School,265 Palmer Dr 60490,5.0,3.5,"2,267",,, 3, 1, 8, 16,,, 1000," $11,334", 12

"Detached Single Family, 2 Stories",$13/month,2020,Bolingbrook,,"$292,500",, 2,,323 Clarendon Ln 60440,4.0,2.5,"2,009",,, 2, 1, 8, 6,,,," $10,808.90", 9

"Detached Single Family, 2 Stories",,1993,Bolingbrook,,"$275,000",, 2,,250 Hickory Oaks Dr 60490,3.0,2.5,"2,010",,, 2, 1, 10, 4,,,," $7,782.50", 7

"Detached Single Family, 2 Stories",,1993,Bolingbrook,,"$290,000",, 2,,415 Aristocrat Dr 60490,3.0,2.5,"1,896",,, 2, 1, 14, 2,,,," $8,126", 8

"Detached Single Family, 2 Stories",$26/month,2002,Bolingbrook,,"$406,000",, 3,,1229 Danhof Dr 60490,4.0,3.5,"3,214",,, 3, 1, 16, 4,,, 980," $8,989.12", 10

"Detached Single Family, Split-Level",,1974,Bolingbrook,,"$236,000",, 2.5, Bolingbrook High School,425 Ardglass Ct 60440,3.0,1.5,,,, 1, 1, 2, 0,,,," $5,512.22", 7

Condo/Co-op,,1977,,,"$100,000",,,,15 Fernwood Dr 60440,,1.5,"1,254",,,,, 0, 0,,,,,

"Detached Single Family, 2 Stories",$29/month,2005,Bolingbrook,,"$385,000",, 2,,1778 Pampas St 60490,4.0,3,"3,839",,, 3,, 0, 0,,, 1863," $12,048.34", 10

"Detached Single Family, 2 Stories",$12/month,2002,Bolingbrook,,"$293,000",, 2, Bolingbrook High School,894 Pembrook Ln 60440,4.0,2.5,"2,171",,, 2, 1, 0, 8,,,," $10,588.32", 11

"Detached Single Family, 1 Story",,1962,Bolingbrook,,"$155,000",, 2,,545 Spruce Rd 60440,4.0,1.5,"1,162",,, 1, 1, 6, 0,,,," $5,068.84", 6

"Detached Single Family, 1 Story",,2020,Bolingbrook,,"$415,761",, 2, Plainfield East High School,6 Joy Dr 60440,2.0,2,"1,763",,, 2,, 8, 0,,,,, 7

"Detached Single Family, 1 Story",,1970,Bolingbrook,,"$168,500",, 2, Bolingbrook High School,236 E Briarcliff Rd 60440,3.0,1,"1,272",,, 1,, 2, 0,,,," $4,788.60", 6

Condo,$190/month,1974,Bolingbrook,,"$102,000",, 2,,6A Fernwood Dr 60440,2.0,1,879,,, 1,, 0, 0,,,," $1,986", 5

"Detached Single Family, 2 Stories",$13/month,2003,Bolingbrook,,"$295,000",, 3, Plainfield East High School,1620 Trails End Ln 60490,3.0,2.5,"2,553",,, 2, 1, 14, 6,,, 1766," $10,725.10", 9

"Detached Single Family, 2 Stories",,1998,Bolingbrook,,"$385,000",, 3, Bolingbrook High School,511 Charlestown Dr 60440,5.0,4,"3,071",,, 4,, 16, 10,,,," $9,828", 13

"Detached Single Family, 1 Story",,1962,Bolingbrook,,"$206,000",, 2, Bolingbrook High School,125 S Pinecrest Rd 60440,3.0,2,"1,372",,, 2,, 8, 0,,,," $5,638.62", 6

Other,,1996,,,"$379,000",,,,706 Feather Sound Dr 60440,4.0,2.5,"2,569",,,,, 0, 0,,,,, 9

Condo,$230/month,2001,Bolingbrook,,"$190,000",, 2, Bolingbrook High School,110 Enclave Cir 60440,2.0,2.5,"1,840",,, 2, 1, 12, 4,,,," $5,220.50", 8

"Detached Single Family, 1 Story",,1976,Bolingbrook,,"$193,000",, 2.5, Bolingbrook High School,217 Bunker Hill Dr 60440,3.0,1,"1,125",,, 1,, 0, 8,,,," $2,921", 5

"Detached Single Family, 2 Stories",,2000,Bolingbrook,,"$300,000",, 2, Bolingbrook High School,371 Cardinal Ln 60490,5.0,2.5,"2,187",,, 2, 1, 14, 0,,,," $9,010.08", 11

"Detached Single Family, Split-Level",,1971,Bolingbrook,,"$225,000",, 4,,544 Concord Ln 60440,4.0,3,"2,050",,, 3,, 2, 0,,,," $7,480.78", 8

Single Family Residential,,1974,,,"$169,900",,,,330 Marian Ct 60440,5.0,1,"1,726",,,,, 0, 0,,,,, 12

"Attached Single Family, Townhouse (2 Story)",$222/month,2002,Bolingbrook,,"$195,000",, 4, Bolingbrook High School,122 Enclave Cir 60440,2.0,1.5,"1,798",,, 1, 1, 6, 0,,,," $4,501.90", 6

Condo,$113/month,1972,Bolingbrook,,"$139,500",, 2, Bolingbrook High School,2 Fernwood Dr 60440,2.0,1,890,,, 1,, 4, 0,,,," $2,279.22", 5

"Attached Single Family, Townhouse (Ranch), Townhouse (2 Story)",$135/month,1973,Bolingbrook,,"$116,000",, 1, Bolingbrook High School,463 Sioux Dr 60440,2.0,1.5,732,,, 1, 1, 6, 0,,,," $2,922", 5

"Detached Single Family, 2 Stories",,2005,Bolingbrook,,"$338,000",, 3, Bolingbrook High School,231 Stonegate Rd 60440,4.0,3.5,"2,900",,, 3, 1, 18, 8,,, 1300," $9,493.36", 13

Other,,2002,,,"$249,900",,,,274 Clarendon Ln 60440,,2.5,"1,614",,,,, 0, 0,,,,,

"Detached Single Family, 1 Story",,1974,Bolingbrook,,"$202,500",, 2.5, Bolingbrook High School,276 Bristol Way 60440,3.0,1,"1,183",,, 1,, 10, 0,,,," $5,054.80", 6

"Detached Single Family, 2 Stories",,1996,Bolingbrook,,"$320,000",, 2, Neuqua Valley High School,1831 Red Bud Rd 60490,3.0,2.5,"1,782",,, 2, 1, 0, 0,,,," $6,638.92", 8

Other,,1978,,,"$141,000",,,,18 Fernwood Dr 60440,,1.5,"1,314",,,,, 0, 0,,,,,

"Detached Single Family, Split-Level",,1969,Bolingbrook,,"$196,500",, 1, Bolingbrook High School,309 Rockhurst Rd 60440,3.0,1.5,"1,348",,, 1, 1, 0, 0,,,," $4,392.98", 6

"Detached Single Family, Split-Level with Sub-Basement",,1996,Bolingbrook,,"$257,000",, 2, Neuqua Valley High School,318 Silverado St 60490,3.0,2,"2,000",,, 2,, 16, 0,,,," $6,425", 8

"Attached Single Family, 1/2 Duplex",,1977,Bolingbrook,,"$170,500",, 1, Bolingbrook High School,228 Juniper Ln 60440,3.0,1.5,"1,329",,, 1, 1, 8, 0,,,," $2,963.98", 6

"Detached Single Family, 3 Stories",,1972,Bolingbrook,,"$233,000",, 6, Bolingbrook High School,157 Mayfield Dr 60440,4.0,1.5,"1,625",,, 1, 1, 12, 0,,,," $5,775.72", 9

"Attached Single Family, Townhouse (2 Story)",$199/month,1972,Bolingbrook,,"$186,000",, 1, Bolingbrook High School,224 Douglass Way 60440,3.0,2.5,"1,460",,, 2, 1, 2, 6,,,," $5,172.12", 7

